codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
81108;IG-125/CENIPA/2022 - 01;2025-12-30;2025-12-30;NULL;Divulgar os ensinamentos obtidos na presente investigação à OM Globo Aviação Ltda., nosentido de elevar o nível de atenção da organização sobre a importância dos mecanismosde supervisão gerencial para a garantia da qualidade dos serviços realizados nasaeronaves por ela manutenidas, particularmente no que concerne às intervençõesrealizadas no sistema de freios das aeronaves Cessna 310R.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
81085;A-122/CENIPA/2022 - 01;2024-06-03;2024-06-10;2024-07-22;Divulgar os ensinamentos colhidos da presente investigação aos Centros de Instrução de Aviação Civil (CIAC), com o objetivo de alertar os pilotos em formação sobre os riscos decorrentes da formação de gelo nos carburadores que equipam motores aeronáuticos convencionais.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
81069;A-117/CENIPA/2022 - 01;2025-12-30;2025-12-30;NULL;Divulgar os ensinamentos obtidos na presente investigação à Organização de ManutençãoLíder Táxi Aéreo, a fim de que os mesmos sejam utilizados nos eventos internos depromoção da segurança operacional, objetivando implementar, de forma proativa, medidasapropriadas e efetivas para mitigação dos riscos à segurança operacional.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
81027;IG-113/CENIPA/2022 - 01;2025-12-30;2025-12-30;NULL;Divulgar os ensinamentos colhidos no presente relatório aos operadores aéreos deaeronaves modelo 45, com o objetivo de alertar suas tripulações sobre os riscos deaproximações não estabilizadas, reforçando a necessidade da adoção dos procedimentosprevistos para aproximação com cortantes de vento (Windshear).;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
81004;IG-105/CENIPA/2022 - 01;2025-02-17;2025-02-19;2025-07-09;Atuar junto à NAV Brasil, a fim de assegurar-se de que, para efeito do cumprimento das instruções teóricas e práticas dos ATCO, que atuam no APP-TE e na TWR-TE, seja enfatizada a necessidade da adequada coordenação entre aqueles órgãos ATC, de modo a otimizar a fluidez e a segurança do tráfego, por se tratar de operação em espaço aéreoClasse “D”, em consonância com a letra “d”, item 3.4.1, da ICA 100-37/2020 - Serviços de Tráfego Aéreo, notadamente, quando envolver voos VFR e IFR.;ADOTADA DE FORMA ALTERNATIVA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
81004;IG-105/CENIPA/2022 - 02;2025-02-17;2025-02-19;2025-05-23;Atuar junto à NAV Brasil, com o objetivo de assegurar-se de que, para efeito do cumprimento das instruções teóricas e práticas dos ATCO, que atuam no APP-TE e na TWR-TE, seja enfatizada a importância da utilização adequada das informações disponibilizadas pelo Repetidor de Vigilância do RADAR - TARIS, de forma a otimizar a prestação de serviço de tráfego aéreo e, por consequência, a fluidez e a segurança.;ADOTADA DE FORMA ALTERNATIVA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
81004;IG-105/CENIPA/2022 - 03;2025-02-17;2025-02-19;2025-07-09;Divulgar os ensinamentos colhidos nesta investigação aos Provedores de Serviço deNavegação Aérea (PSNA) que atuam no controle de tráfego aéreo, a fim de que sejam utilizados nas ações de promoção da segurança operacional no âmbito de seus Sistemas de Gerenciamento da Segurança Operacional.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
81004;IG-105/CENIPA/2022 - 04;2025-02-17;2025-02-19;2025-08-01;Divulgar os ensinamentos colhidos nesta investigação ao Grupo Especial de Inspeção de Voo (GEIV), com o propósito de que a conduta de seus pilotos, durante os treinamentos em simuladores contemplando situações de avisos gerados pelo sistema anticolisão de bordo (ACAS) das aeronaves, esteja em consonância com a ICA 100-32 - Procedimentos Operacionais e Orientações de Treinamento para Pilotos e Controladores de Tráfego Aéreo com Relação ao Sistema Anticolisão de Bordo (ACAS) e o Airplane Operations Manual da aeronave EMB-550.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
80993;A-106/CENIPA/2022 - 01;2025-12-29;2025-12-29;NULL;Atuar junto ao Serviço Aerotático (SAT) do Departamento de Operações PoliciaisEstratégicas (DOPE) da Polícia Civil do Estado de São Paulo, no sentido de que aquelaUAP demonstre que desenvolveu e implantou o sistema de manuais previsto no RBAC 90,a fim de propiciar a adequação aos requisitos estabelecidos para Operações Especiais deAviação Pública.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80993;A-106/CENIPA/2022 - 02;2025-12-29;2025-12-29;NULL;Atuar junto ao Serviço Aerotático (SAT) do Departamento de Operações PoliciaisEstratégicas (DOPE) da Polícia Civil do Estado de São Paulo, no sentido de que aquelaUAP demonstre que desenvolveu, implantou e mantém um Sistema de Gerenciamento daSegurança Operacional (SMS), em conformidade com a Subparte K do RBAC 90 vigente.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80978;A-100/CENIPA/2022 - 01;2025-12-29;2025-12-29;NULL;Atuar junto à empresa Aero Agrícola Rio Verde Ltda., a fim de que aquele operadoraprimore suas atividades de supervisão gerencial e padronize seus procedimentosoperacionais e de manutenção, como forma de estabelecer barreiras eficazes ao errohumano.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80966;A-101/CENIPA/2022 - 01;2024-10-29;2024-11-04;2025-03-28;Atuar junto ao CIAC do Aeroclube de Juiz de Fora, a fim de que aquele Centro demonstre  que adota, no âmbito do seu Sistema de Gerenciamento da Segurança Operacional, medidas suplementares de gerenciamento de risco para a escalação dos seus pilotos, considerando a experiência de voo no modelo de aeronave utilizada na instrução aérea.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80961;A-099/CENIPA/2022-01;2024-11-29;2024-11-04;2024-12-23;Divulgar os ensinamentos colhidos na presente investigação aos Centros de Instrução de Aviação Civil (CIAC) que ministram instrução em helicópteros, buscando alertar os pilotos das aeronaves modelo Robinson 44 a respeito do Safety Notice - 34 (SN-34), pelo qual o fabricante da aeronave orienta quanto aos procedimentos a serem adotados nos casos de perda de controle translacional.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80959;IG-109/CENIPA/2022 - 01;2023-09-22;2023-10-09;2024-01-02;Divulgar os ensinamentos colhidos nesta investigação ao Provedor de Serviço de Navegação Aérea (PSNA) do Aeródromo Santa Genoveva (SBGO), a fim de que aquele Provedor, durante os eventos de promoção da segurança operacional internos, reforce a necessidade de realizar um bom planejamento para o sequenciamento de pouso,contemplando, dentre outras, performances de aeronaves, regras de voo, posição das aeronaves, condições meteorológicas e, em especial, prioridades para o pouso, conforme disposto no item 6.14.3 da ICA 100-37/2020.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
80917;IG-089/CENIPA/2020 - 01;2023-08-15;2023-09-11;2024-01-02;Atuar junto ao Instituto de Cartografia Aeronáutica (ICA) de modo a reforçar o alerta quanto à possibilidade de pouso na Taxiway “J” por meio de nota Remark (RMK - observação) nas cartas Visual Approach Chart (VAC- carta de aproximação visual) e Instrument Approach Chart (IAC - carta de aproximação por instrumentos).;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
80899;A-087/CENIPA/2022 - 01;2025-09-02;2025-09-05;2025-10-16;Divulgar os ensinamentos colhidos nesta investigação durante os eventos de promoção dasegurança operacional, objetivando difundir os riscos associados aos voos VFR em condições restritas de visibilidade assim como a necessidade do cumprimento dos requisitos estabelecidos nas normas em vigor.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80838;A-082/CENIPA/2022 - 01;2025-04-15;2025-04-15;NULL;Divulgar os ensinamentos colhidos nesta investigação à empresa Bom Futuro AgrícolaLtda., a fim de que esta observe o cumprimento dos requisitos estabelecidos na Subparte F do RBAC 137, Emenda nº 05, buscando corrigir eventuais falhas na gestão organizacional que possam ocasionar um baixo nível de gerenciamento da segurança operacional.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80816;A-078/CENIPA/2022 - 01;2025-12-18;2025-12-18;NULL;Atuar junto à Organização de Manutenção (OM) Marta Aviação (COM 200505-01), a fim deassegurar que os procedimentos de manutenção conduzidos por aquela OM ocorram emconformidade com a regulamentação em vigor, especificamente no que se refere àidentificação e controle de componentes, assim como à execução de serviços nos motoresdas aeronaves Cessna Aircraft, modelo 182P.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80800;A-074/CENIPA/2022 - 01;2024-04-27;2024-05-06;2024-07-25;Divulgar os ensinamentos colhidos na presente investigação ao operador do Aeródromo Clemente Verillo (SJEH), Ribeirão Bonito, SP, a fim de que aquele operador considere a necessidade de implementar melhorias na infraestrutura daquele aeródromo, de modo a evitar que as estruturas que circundam a pista tornem-se obstáculos às aeronaves que venham a experimentar uma excursão de pista.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80781;A-070/CENIPA/2022 - 01;2025-06-02;2025-06-03;NULL;Atuar junto à Delta Táxi Aéreo, a fim de certificar-se de que aquele operador atende aos requisitos estabelecidos no RBAC 135, em especial em relação ao seu Programa de Treinamento, assim como verificar se o seu Sistema de Gerenciamento da Segurança Operacional (SMS) é efetivo o suficiente para mitigar os riscos identificados.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80781;A-070/CENIPA/2022 - 02;2025-06-02;2025-06-03;2025-09-19;Realizar estudos no sentido de incluir no RBAC 91, seção 91.102, a necessidade de sempre haver um piloto qualificado no posto de pilotagem enquanto o(s) motor(s) da aeronave estiver(em) acionado(s), com fundamento no art. 302, item II, letra S, da Lei nº 7.565, de 19 de dezembro de 1986, Código Brasileiro de Aeronáutica (CBA).;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80772;A-069/CENIPA/2022 - 01;2024-05-16;2024-05-17;2024-09-26;Avaliar a pertinência de emissão de diretrizes sobre a atividade de inspeção aérea de linha de transmissão de energia elétrica, com foco na segurança operacional, levando em consideração as orientações e estudos internacionais publicados sobre o tema.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80772;A-069/CENIPA/2022 - 02;2024-05-16;2024-05-17;2024-09-17;Divulgar os ensinamentos colhidos nesta investigação à Companhia Hidro Elétrica do São Francisco (CHESF), a fim de que esse operador possa aplicar as melhores práticas durante suas operações de inspeção de linha.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80772;A-069/CENIPA/2022 - 03;2024-05-16;2024-05-17;2024-09-17;Divulgar os ensinamentos colhidos na presente investigação às empresas que realizam aeroinspeção, com o propósito de alertar esses operadores quanto aos riscos decorrentes da inadequação da sinalização das linhas aéreas de transmissão de energia elétrica, com base no disposto na ABNT NBR 6535:2005.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80772;A-069/CENIPA/2022 - 04;2024-05-16;2024-05-21;NULL;Assegurar-se da adequação, pelas concessionárias de linhas aéreas de transmissão de energia elétrica que atuam nas diversas regiões do país, dos critérios estabelecidos na ABNT NBR 6535:2005.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80763;IG-068/CENIPA/2022 - 01;2025-11-24;2025-11-24;2025-11-24;Divulgar os ensinamentos colhidos nesta investigação ao operador da aeronave a fim deque seus tripulantes sejam orientados quanto à importância da padronização das comunicações e à obrigatoriedade do registro dos reportes mandatórios no Portal Único de Comunicação, conforme disposto na Resolução nº 714/2023 da ANAC.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80763;IG-068/CENIPA/2022 - 02;2025-11-24;2025-11-24;2025-11-24;Divulgar os ensinamentos colhidos nesta investigação aos Provedores de Serviço deNavegação Aérea (PSNA) que atuam no controle de tráfego aéreo, com a finalidade de que sejam utilizados nas ações de promoção da segurança operacional no âmbito de seus Sistemas de Gerenciamento da Segurança Operacional, objetivando enfatizar a importância da padronização das comunicações, bem como a necessidade de assertividade para realizar correções, visando impedir que erros operacionais se concretizem.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
80741;A-066/CENIPA/2022 - 01;2025-12-29;2025-12-29;NULL;Atuar junto à empresa Sales Táxi Aéreo Ltda., com a finalidade de assegurar a suaconformidade no tocante ao cumprimento do Programa de Treinamento da Empresa,notadamente no que se refere ao treinamento de CRM, conforme seção 135.330 do RBAC135, por parte de todo o pessoal envolvido nas suas atividades aéreas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80727;A-064/CENIPA/2022 - 01;2025-07-03;2025-07-04;2025-08-26;Atuar junto à Elo Forte Aviação Agrícola Ltda., no sentido de que aquele operador demonstre que os seus mecanismos de supervisão gerencial garantem a qualidade dos serviços de manutenção executados em suas aeronaves, no que concerne à identificação de processos de corrosão instalados nos aviões por ela operados e à aplicação das correções recomendadas para esse problema.;NÃO APLICÁVEL;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80727;A-064/CENIPA/2022 - 02;2025-07-03;2025-07-04;2025-08-26;Atuar junto à Elo Forte Aviação Agrícola Ltda., no sentido de que aquele operador demonstre que os processos organizacionais implantados asseguram a supervisão e o delineamento de procedimentos organizacionais importantes à manutenção da segurança operacional, tais como o controle da qualificação dos tripulantes escalados para a realização dos voos executados pela empresa, assim como aqueles relacionados ao gerenciamento de risco.;NÃO APLICÁVEL;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80720;A-063/CENIPA/2022 - 01;2025-07-03;2025-07-04;2025-09-30;Divulgar os ensinamentos colhidos nesta investigação aos operadores da aeronave Cessnamodelo 208, de modo a difundir os conhecimentos sobre os riscos de se utilizar o manete de emergência (EPL) de modo inadequado, tendo em vista a possibilidade de agravamento da condição de emergência.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80720;A-063/CENIPA/2022 - 02;2025-07-03;2025-07-04;2025-08-29;Atuar junto à Skydive4fun Serviço Aéreo Especializado Ltda., a fim de certificar-se de que as suas aeronaves sejam operadas e mantidas em conformidade com os manuais e regulamentos aplicáveis, particularmente com relação ao uso do EPL e à manutenção dos cintos de segurança.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80720;A-063/CENIPA/2022 - 03;2025-07-03;2025-07-04;NULL;Atuar junto às Empresas detentoras de Certificado de Operador Aéreo que realizam atividades comerciais de lançamento de paraquedistas, no sentido de certificar-se que as ações de manutenção previstas e executadas estão em conformidade com a configuração real da aeronave.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80720;A-063/CENIPA/2022 - 04;2025-07-03;2025-07-04;2025-12-19;Atuar junto à Organização de Manutenção (OM) CONAL AVIONICS (COM 9012-08/ANAC),a fim de garantir que aquela OM somente execute as ações de manutenção em totalconformidade com os manuais e demais documentos técnicos, considerando aconfiguração real das aeronaves, notadamente no que se refere às aeronaves da Categoriade Registro de Serviço Aéreo Especializado Público - Paraquedismo (SAE-PQD).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80703;A-062/CENIPA/2022 – 01;2025-12-29;2025-12-29;NULL;Atuar junto à Flyone Serviço Aéreo Especializado Comércio e Serviços Eireli, a fim de quea empresa demonstre que os seus processos de execução e supervisão gerencial garantema qualidade da execução e da supervisão técnica dos serviços de manutenção realizadosnas aeronaves que ela mantém, conforme os requisitos estabelecidos pela Autoridade deAviação Civil.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80685;A-060/CENIPA/2022 - 01;2025-06-06;2025-06-12;2025-10-10;Atuar junto ao CIAC do Aeroclube de São Paulo, a fim de que aquele Centro aprimore seus mecanismos de acompanhamento e supervisão da parte prática da instrução aérea, em especial na padronização de Instrutores de Voo (INVA) e Coordenadores, no intuito de garantir que as operações transcorram dentro de padrões aceitáveis de qualidade e segurança.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80685;A-060/CENIPA/2022 - 02;2025-06-06;2025-06-12;2025-06-25;Divulgar os ensinamentos colhidos na presente investigação aos Centros de Instrução de Aviação Civil, no intuito de conscientizá-los sobre a importância de uma adequada supervisão gerencial, buscando melhorar a qualidade da instrução aérea, identificar os perigos e mitigar os riscos de ocorrências aeronáuticas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80685;A-060/CENIPA/2022 - 03;2025-06-06;2025-06-12;2025-10-10;Atuar junto ao Aeroclube de São Paulo, a fim de que aquele CIAC revise seus manuais de instrução, de modo que sejam rigorosamente observados os parâmetros de voo contidos nos manuais dos fabricantes das aeronaves pertencentes ao aeroclube.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80671;IG-055/CENIPA/2022 - 02;2024-10-29;2024-11-04;2025-01-17;Atuar junto à VOARE Táxi Aéreo Ltda., no sentido de garantir que aquela organização demonstre que realiza o gerenciamento adequado dos riscos de acordo com o seu Manual de Gerenciamento da Segurança Operacional (MGSO).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80671;IG-055/CENIPA/2022-01;2024-11-29;2024-11-04;2025-01-17;Encaminhar os ensinamentos colhidos nesta investigação à Empresa VOARE Táxi Aéreo Ltda., a fim de que aquele Operador divulgue nos seus eventos de promoção da segurança operacional a importância da aplicação dos conceitos de Gerenciamento de Recursos de Tripulação nas operações, com ênfase na comunicação proativa, coordenação de cabine e relacionamento interpessoal.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80662;IG-051/CENIPA/2022 - 01;2024-12-19;2024-12-23;2025-05-13;Analisar os dados colhidos na investigação e avaliar a viabilidade de realizar gestões junto ao fabricante da aeronave no sentido de revisar o sistema de indicação de posição dos trens de pouso, a fim de garantir que as indicações fornecidas pelo sistema sejam condizentes com a condição real de posição dos trens de pouso da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80656;A-049/CENIPA/2022 - 01;2024-04-15;2024-04-16;2024-08-01;Atuar junto ao operador da aeronave, a fim de assegurar a correta aplicação dos mecanismos de gerenciamento de risco, principalmente na operação em aeródromos privados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80656;A-049/CENIPA/2022 - 02;2024-04-15;2024-04-15;2024-08-01;Divulgar os ensinamentos colhidos nesta investigação aos Centros de Treinamento de Aviação Civil (CTAC) autorizados a ministrar instrução teórica e prática em aeronaves modelo EMB-505, com o objetivo de incentivar as boas práticas e recomendações para os procedimentos de pouso, bem como motivar a consulta aos documentos publicados pelo fabricante da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80646;A-044/CENIPA/2022 - 01;2025-05-22;2025-05-28;2025-09-22;Divulgar os ensinamentos colhidos nesta investigação à EFAI - Escola de Aviação CivilLTDA. - EPP, a fim de que aquele CIAC aprimore seus mecanismos de acompanhamento e supervisão da parte prática da instrução aérea, em especial na padronização de instrutores de voo sobre as características de decolagem no Heliponto EFAI.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
